0,1,0,0
1,1,0,0
2,1,0,0
3,1,0,0
4,2,0,0
5,2,0,0
6,3,0,0
7,3,0,0
8,3,0,0
9,3,0,0
10,3,0,0
11,3,0,0
12,3,0,0
13,3,0,0
14,3,0,0
15,3,0,0
16,3,0,0
17,3,0,0
18,3,0,0
19,3,0,0
20,3,0,0
21,4,0,0
22,4,0,0
23,4,0,0
24,4,0,0
25,4,0,0
26,4,0,0
27,4,0,0
28,4,0,0
29,5,0,0
30,6,0,0
31,6,0,0
32,7,0,0
33,8,0,0
34,8,0,0
35,8,0,0
36,9,0,0
37,9,0,0
38,10,0,0
39,10,0,0
40,11,0,0
41,11,0,0
42,12,0,0
43,13,0,0
44,13,0,0
45,13,0,0
46,13,0,0
47,13,0,0
48,13,0,0
49,13,0,0
50,13,0,0
51,13,0,0
52,13,0,0
53,14,0,0
54,14,0,0
55,15,0,0
56,16,0,0
57,16,0,0
58,17,0,0
59,17,0,0
60,17,0,0
61,18,0,0
62,18,0,0
63,18,0,0
64,18,0,0
65,18,0,0
66,18,0,0
67,19,0,0
68,19,0,0
69,19,0,0
70,19,0,0
71,21,0,0
72,22,0,0
73,24,0,0
74,24,0,0
75,25,0,0
76,27,0,0
77,27,0,0
78,27,0,0
79,28,0,0
80,29,0,0
81,29,0,0
82,30,0,0
83,30,0,0
84,34,0,0
85,34,0,0
86,37,0,0
87,37,0,0
88,37,0,0
89,39,0,0
90,39,0,0
91,39,0,0
92,40,0,0
93,42,0,0
94,43,0,0
95,44,0,0
96,46,0,0
97,46,0,0
98,50,0,0
99,51,0,0
100,52,0,0
101,54,0,0
102,54,0,0
103,55,0,0
104,56,0,0
105,56,0,0
106,57,0,0
107,59,0,0
108,59,0,0
109,59,0,0
110,60,0,0
111,62,0,0
112,66,0,0
113,67,0,0
114,71,0,0
115,72,0,0
116,73,0,0
117,76,0,0
118,77,0,0
119,79,0,0
120,82,0,0
121,84,0,0
122,86,0,0
123,90,0,0
124,95,0,0
125,98,0,0
126,101,0,0
127,105,0,0
128,112,0,0
129,114,0,0
130,119,0,0
131,123,0,0
132,125,0,0
133,130,0,0
134,141,0,0
135,147,0,0
136,153,0,0
137,156,0,0
138,164,0,0
139,169,0,0
140,173,0,0
141,176,0,0
142,183,0,0
143,186,0,0
144,190,0,0
145,195,0,0
146,202,0,0
147,207,0,0
148,216,0,0
149,218,0,0
150,224,0,0
151,229,0,0
152,238,0,0
153,244,0,0
154,249,0,0
155,254,0,0
156,260,0,0
157,270,0,0
158,278,0,0
159,290,0,0
160,296,0,0
161,302,0,0
162,313,0,0
163,324,0,0
164,329,0,0
165,334,0,0
166,340,0,0
167,350,0,0
168,361,0,0
169,369,0,0
170,384,0,0
171,392,0,0
172,401,0,0
173,413,0,0
174,425,0,0
175,438,0,0
176,449,0,0
177,463,0,0
178,472,0,0
179,482,0,0
180,500,0,0
181,511,0,0
182,524,0,0
183,536,0,0
184,547,0,0
185,559,0,0
186,574,0,0
187,590,0,0
188,601,0,0
189,619,0,0
190,639,0,0
191,656,0,0
192,678,0,0
193,697,0,0
194,706,0,0
195,725,0,0
196,741,0,0
197,755,0,0
198,773,0,0
199,790,0,0
200,810,0,0
201,831,0,0
202,844,0,0
203,863,0,0
204,881,0,0
205,901,0,0
206,918,0,0
207,939,0,0
208,953,0,0
209,971,0,0
210,992,0,0
211,1011,0,0
212,1027,0,0
213,1052,0,0
214,1073,0,0
215,1097,0,0
216,1128,0,0
217,1157,0,0
218,1182,0,0
219,1201,0,0
220,1219,0,0
221,1240,0,0
222,1258,0,0
223,1287,0,0
224,1308,0,0
225,1335,0,0
226,1365,0,0
227,1388,0,0
228,1403,0,0
229,1432,0,0
230,1452,0,0
231,1476,0,0
232,1499,0,0
233,1526,0,0
234,1549,0,0
235,1574,0,0
236,1594,0,0
237,1614,0,0
238,1652,0,0
239,1666,0,0
240,1691,1,0
241,1715,1,0
242,1738,1,0
243,1763,1,0
244,1785,2,0
245,1811,2,0
246,1835,3,0
247,1864,3,0
248,1887,3,0
249,1914,3,0
250,1933,3,0
251,1960,3,0
252,1994,3,0
253,2030,3,0
254,2056,3,0
255,2070,3,0
256,2102,3,0